  8.549790E-03  1.539600E+01  4.794000E+00
  8.823820E-03  1.551850E+01  1.657850E+00
  9.097850E-03  1.544270E+01  1.363790E+00
  9.371880E-03  1.493910E+01  1.179290E+00
  9.645910E-03  1.572010E+01  1.048480E+00
  9.919950E-03  1.431840E+01  9.319380E-01
  1.019400E-02  1.501780E+01  8.574770E-01
  1.046800E-02  1.570940E+01  7.651350E-01
  1.074200E-02  1.530880E+01  6.972500E-01
  1.101610E-02  1.530980E+01  6.202610E-01
  1.129010E-02  1.553990E+01  5.693350E-01
  1.156410E-02  1.524960E+01  5.280900E-01
  1.183820E-02  1.508400E+01  4.875810E-01
  1.211220E-02  1.467820E+01  4.488630E-01
  1.238620E-02  1.553530E+01  4.145320E-01
  1.266030E-02  1.521600E+01  3.879680E-01
  1.293430E-02  1.504640E+01  3.693160E-01
  1.320830E-02  1.534650E+01  3.415160E-01
  1.348230E-02  1.579690E+01  3.245070E-01
  1.375640E-02  1.504480E+01  3.027950E-01
  1.403040E-02  1.537540E+01  2.850690E-01
  1.430440E-02  1.499680E+01  2.662160E-01
  1.457850E-02  1.499550E+01  2.556650E-01
  1.485250E-02  1.506440E+01  2.472930E-01
  1.512650E-02  1.516890E+01  2.327360E-01
  1.540060E-02  1.525610E+01  2.244530E-01
  1.567460E-02  1.517840E+01  2.101040E-01
  1.594860E-02  1.516650E+01  2.067500E-01
  1.622270E-02  1.479760E+01  1.944410E-01
  1.649670E-02  1.515440E+01  1.913420E-01
  1.677070E-02  1.525480E+01  1.827780E-01
  1.704470E-02  1.506720E+01  1.748840E-01
  1.731880E-02  1.503950E+01  1.714040E-01
  1.759280E-02  1.490990E+01  1.656320E-01
  1.786680E-02  1.482100E+01  1.598290E-01
  1.814090E-02  1.500760E+01  1.544050E-01
  1.841490E-02  1.479790E+01  1.522020E-01
  1.868890E-02  1.486370E+01  1.494800E-01
  1.896300E-02  1.470560E+01  1.428100E-01
  1.923700E-02  1.488010E+01  1.391210E-01
  1.951100E-02  1.472190E+01  1.381360E-01
  1.978510E-02  1.480940E+01  1.343180E-01
  2.005910E-02  1.461460E+01  1.327150E-01
  2.033310E-02  1.454730E+01  1.258340E-01
  2.060710E-02  1.469780E+01  1.262080E-01
  2.088120E-02  1.469890E+01  1.233070E-01
  2.115520E-02  1.465180E+01  1.227570E-01
  2.142920E-02  1.454030E+01  1.194850E-01
  2.170330E-02  1.447440E+01  1.162190E-01
  2.197730E-02  1.458330E+01  1.181490E-01
  2.225130E-02  1.454980E+01  1.136990E-01
  2.252540E-02  1.461950E+01  1.126550E-01
  2.279940E-02  1.457430E+01  1.117650E-01
  2.307340E-02  1.442520E+01  1.087400E-01
  2.334750E-02  1.468030E+01  1.107050E-01
  2.362150E-02  1.455460E+01  1.056160E-01
  2.389550E-02  1.448460E+01  1.074910E-01
  2.416960E-02  1.448460E+01  1.048360E-01
  2.444360E-02  1.436480E+01  1.041430E-01
  2.471760E-02  1.433920E+01  1.044990E-01
