# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000000 4793007.00000000 1006.53149414
0.00100000 4792495.00000000 1581.52343750
0.00200000 4791003.50000000 2371.54687500
0.00300000 4788476.00000000 3447.70263672
0.00400000 4784991.00000000 4306.49218750
0.00500000 4780481.00000000 5162.91992188
0.00600000 4775008.00000000 5013.75830078
0.00700000 4768535.00000000 5722.24218750
0.00800000 4761082.50000000 7712.95410156
0.00900000 4752653.50000000 9267.67480469
0.01000000 4743214.00000000 9391.56445312
0.01100000 4732808.00000000 9370.96093750
0.01200000 4721435.00000000 13810.19726562
0.01300000 4709132.50000000 14833.76757812
0.01400000 4695880.50000000 13735.45117188
0.01500000 4681684.50000000 15730.46093750
0.01600000 4666558.50000000 13089.69726562
0.01700000 4650483.00000000 13811.93554688
0.01800000 4633504.50000000 15846.58593750
0.01900000 4615671.00000000 13847.01367188
0.02000000 4596896.00000000 26064.40234375
0.02100000 4577281.00000000 21147.03906250
0.02200000 4556762.50000000 15720.83203125
0.02300000 4535429.00000000 21225.80859375
0.02400000 4513231.00000000 22002.00195312
0.02500000 4490203.00000000 24516.50781250
0.02600000 4466355.00000000 25324.23242188
0.02700000 4441711.00000000 24251.74218750
0.02800000 4416266.00000000 21131.83398438
0.02900000 4390082.00000000 23706.44335938
0.03000000 4363129.00000000 22317.40625000
0.03100000 4335415.00000000 29133.99023438
0.03200000 4307035.00000000 23451.80664062
0.03300000 4277918.50000000 23999.12304688
0.03400000 4248111.00000000 22302.58398438
0.03500000 4217617.50000000 22775.13476562
0.03600000 4186526.00000000 25558.74218750
0.03700000 4154764.25000000 26050.37304688
0.03800000 4122394.25000000 28939.20898438
0.03900000 4089422.25000000 29443.83984375
0.04000000 4055858.25000000 39909.64843750
0.04100000 4021750.50000000 30404.43554688
0.04200000 3987097.25000000 25716.77929688
0.04300000 3951913.75000000 26082.63085938
0.04400000 3916231.75000000 31721.48046875
0.04500000 3880076.25000000 34804.28515625
0.04600000 3843443.25000000 40644.41406250
0.04700000 3806380.25000000 35627.72265625
0.04800000 3768894.50000000 33241.64843750
0.04900000 3730994.25000000 27982.45898438
0.05000000 3692720.75000000 42373.97265625
0.05100000 3654090.75000000 51303.43750000
0.05200000 3615094.25000000 28740.00000000
0.05300000 3575795.75000000 28963.94726562
0.05400000 3536189.75000000 32090.92187500
0.05500000 3496299.25000000 41116.48046875
0.05600000 3456144.25000000 32505.03710938
0.05700000 3415758.00000000 35660.51562500
0.05800000 3375139.00000000 44804.97265625
0.05900000 3334319.00000000 36010.64843750
0.06000000 3293311.75000000 36160.56250000
0.06100000 3252144.75000000 45367.42187500
0.06200000 3210840.75000000 48547.91406250
0.06300000 3169401.25000000 30426.25195312
0.06400000 3127853.00000000 30496.56835938
0.06500001 3086234.25000000 39719.83593750
0.06600000 3044533.00000000 33657.31250000
0.06700000 3002796.00000000 36754.22265625
0.06800000 2961013.75000000 39840.44140625
0.06900001 2919221.00000000 55173.28125000
0.07000000 2877432.25000000 33709.11718750
0.07100000 2835665.50000000 33687.70703125
0.07200000 2793952.75000000 30593.78515625
0.07300001 2752282.50000000 39715.44140625
0.07400000 2710692.00000000 48792.45703125
0.07500000 2669184.25000000 48685.92187500
0.07600001 2627797.50000000 39456.38281250
0.07700001 2586524.25000000 51445.97265625
0.07800000 2545370.00000000 33178.89843750
0.07900000 2504385.00000000 33057.88281250
0.08000001 2463564.25000000 32925.53906250
0.08100000 2422929.50000000 44703.05078125
0.08200000 2382486.75000000 35594.35156250
0.08300000 2342238.00000000 56073.17968750
0.08400001 2302227.25000000 35224.07812500
0.08500000 2262449.75000000 29185.60156250
0.08600000 2222915.00000000 40612.66015625
0.08700000 2183637.50000000 31706.41796875
0.08800001 2144643.00000000 28630.98632812
0.08900000 2105922.00000000 34115.93750000
0.09000000 2067493.12500000 42331.92187500
0.09100001 2029377.12500000 28005.40625000
0.09200001 1991578.62500000 33339.02734375
0.09300000 1954111.12500000 33063.56250000
0.09400000 1916962.37500000 32780.05859375
0.09500001 1880163.87500000 40611.54296875
0.09600000 1843711.62500000 37556.40625000
0.09700000 1807632.37500000 34543.85546875
0.09800000 1771913.37500000 26312.91406250
0.09900001 1736571.25000000 41677.71093750
0.10000000 1701606.12500000 28357.26562500
0.10100000 1667038.62500000 38258.53906250
0.10200001 1632861.12500000 45409.87109375
0.10300001 1599088.50000000 34924.09375000
0.10400000 1565720.75000000 27126.11328125
0.10500000 1532766.62500000 29245.18750000
0.10600001 1500225.00000000 38525.78125000
0.10700001 1468108.62500000 38053.37890625
0.10800000 1436415.62500000 28182.47460938
0.10900000 1405152.87500000 30140.53125000
0.11000001 1374318.50000000 29747.12500000
0.11100001 1343919.00000000 22577.84179688
0.11200000 1313959.87500000 26725.94531250
0.11300001 1284433.75000000 24160.19921875
0.11400001 1255359.75000000 28151.44335938
0.11500000 1226721.87500000 23479.45703125
