# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000000 4793023.00000000 1006.53485107
0.00100000 4792479.50000000 1581.51831055
0.00200000 4790907.50000000 2371.49926758
0.00300000 4788217.50000000 3447.51660156
0.00400000 4784532.00000000 4306.07910156
0.00500000 4779766.00000000 5162.14746094
0.00600000 4773972.50000000 5012.67138672
0.00700000 4767120.00000000 5720.54394531
0.00800000 4759242.00000000 7709.97216797
0.00900000 4750316.50000000 9263.11816406
0.01000000 4740298.50000000 9385.79199219
0.01100000 4729335.00000000 9364.08398438
0.01200000 4717299.50000000 13798.10156250
0.01300000 4704295.00000000 14818.52929688
0.01400000 4690284.50000000 13719.08300781
0.01500000 4675301.00000000 15709.01171875
0.01600000 4659313.00000000 13069.37402344
0.01700000 4642366.50000000 13787.82910156
0.01800000 4624480.00000000 15815.72265625
0.01900000 4605621.50000000 13816.86523438
0.02000000 4585862.50000000 26001.84179688
0.02100000 4565160.00000000 21091.04101562
0.02200000 4543536.00000000 15675.20019531
0.02300000 4521030.50000000 21158.42382812
0.02400000 4497659.00000000 21926.08789062
0.02500000 4473392.00000000 24424.72070312
0.02600000 4448303.00000000 25221.87890625
0.02700000 4422376.50000000 24146.17578125
0.02800000 4395652.00000000 21033.19531250
0.02900000 4368133.00000000 23587.91992188
0.03000000 4339810.00000000 22198.12890625
0.03100000 4310750.50000000 28968.24414062
0.03200000 4280951.50000000 23309.78125000
0.03300000 4250420.00000000 23844.85546875
0.03400000 4219197.00000000 22150.78515625
0.03500000 4187286.50000000 22611.34765625
0.03600000 4154716.75000000 25364.54687500
0.03700000 4121487.75000000 25841.72851562
0.03800000 4087642.00000000 28695.24804688
0.03900000 4053196.50000000 29183.01562500
0.04000000 4018169.75000000 39538.79296875
0.04100000 3982571.25000000 30108.24023438
0.04200000 3946453.25000000 25454.62500000
0.04300000 3909803.50000000 25804.70312500
0.04400000 3872664.25000000 31368.58203125
0.04500000 3835046.25000000 34400.36718750
0.04600000 3796974.00000000 40153.00390625
0.04700000 3758482.75000000 35179.39843750
0.04800000 3719575.50000000 32806.65625000
0.04900000 3680283.75000000 27602.12890625
0.05000000 3640626.25000000 41776.18750000
0.05100000 3600639.50000000 50552.98046875
0.05200000 3560302.75000000 28304.40820312
0.05300000 3519683.25000000 28509.43554688
0.05400000 3478796.25000000 31570.07617188
0.05500000 3437641.25000000 40426.66406250
0.05600000 3396253.00000000 31941.75976562
0.05700000 3354666.50000000 35022.71875000
0.05800000 3312866.50000000 43978.30468750
0.05900000 3270925.50000000 35325.99609375
0.06000000 3228818.50000000 35452.42968750
0.06100000 3186590.25000000 44452.93750000
0.06200000 3144263.50000000 47541.26562500
0.06300000 3101842.75000000 29777.69140625
0.06400000 3059360.50000000 29828.76562500
0.06500001 3016824.75000000 38826.53906250
0.06600000 2974262.75000000 32880.47265625
0.06700000 2931705.00000000 35884.07031250
0.06800000 2889164.75000000 38873.71484375
0.06900001 2846643.50000000 53801.56640625
0.07000000 2804174.25000000 32850.90234375
0.07100000 2761788.00000000 32810.04296875
0.07200000 2719472.75000000 29778.22851562
0.07300001 2677271.75000000 38633.03515625
0.07400000 2635177.75000000 47433.19921875
0.07500000 2593236.50000000 47300.63671875
0.07600001 2551449.25000000 38310.01171875
0.07700001 2509819.75000000 49920.32031250
0.07800000 2468369.50000000 32175.19726562
0.07900000 2427142.25000000 32038.27929688
0.08000001 2386114.00000000 31890.41601562
0.08100000 2345330.50000000 43271.34765625
0.08200000 2304785.75000000 34433.50000000
0.08300000 2264488.50000000 54211.85937500
0.08400001 2224465.25000000 34034.32031250
0.08500000 2184743.00000000 28183.18554688
0.08600000 2145287.00000000 39194.39453125
0.08700000 2106155.00000000 30581.37304688
0.08800001 2067335.37500000 27598.92968750
0.08900000 2028841.00000000 32867.22656250
0.09000000 1990696.50000000 40759.51171875
