# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.25300002 54690.89453125  3125.58496094
0.25400001 54416.83203125  2289.58837891
0.25500003 54156.69140625  2287.57885742
0.25600001 53911.26171875  3117.41894531
0.25700000 53677.60937500  2492.78808594
0.25800002 53457.91015625  2699.89184570
0.25900000 53249.77734375  2284.41552734
0.26000002 53053.89062500  2492.47192383
0.26100001 52866.36328125  2077.64819336
0.26200002 52691.80468750  2494.43017578
0.26300001 52524.21875000  2287.95507812
0.26400000 52367.66406250  2497.93750000
0.26500002 52219.50781250  3333.69360352
0.26600000 52078.99218750  2085.76367188
0.26700002 51947.23046875  2088.27880859
0.26800001 51822.82031250  2091.05078125
0.26900002 51703.84375000  2094.00585938
0.27000001 51592.52734375  2516.68359375
0.27100003 51485.69531250  2520.73999023
0.27200001 51387.26562500  3156.46289062
0.27300000 51291.53125000  2108.08203125
0.27400002 51199.20312500  2956.75415039
0.27500001 51114.09765625  2116.12377930
0.27600002 51030.89453125  2968.46728516
0.27700001 50953.16796875  2124.74707031
0.27800003 50877.63671875  2342.15234375
0.27900001 50805.41796875  2560.59326172
0.28000000 50736.10156250  2566.23193359
0.28100002 50668.37500000  2571.92700195
0.28200001 50604.11328125  2792.58813477
0.28300002 50541.10546875  3229.57690430
0.28400001 50479.68750000  2805.40869141
0.28500003 50420.01953125  2595.62280273
0.28600001 50360.84375000  2384.83789062
0.28700000 50302.92578125  2173.08642578
0.28800002 50245.65234375  2395.96411133
0.28900000 50189.14453125  3493.16455078
0.29000002 50131.95312500  2407.08593750
0.29100001 50076.21484375  2193.33837891
0.29200003 50020.11328125  2418.22265625
0.29300001 49964.11718750  2864.44287109
0.29400000 49906.07031250  2208.34350586
0.29500002 49849.36328125  2655.97412109
0.29600000 49790.60546875  2883.62304688
0.29700002 49731.35546875  2222.99169922
0.29800001 49671.47656250  2450.54248047
0.29900002 49610.76562500  2232.48461914
0.30000001 49548.14843750  2460.80883789
0.30100003 49485.17968750  2914.18261719
0.30200002 49419.74609375  2919.96582031
0.30300000 49353.92578125  3825.91625977
0.30400002 49286.66406250  3382.29760742
0.30500001 49216.45312500  2484.93872070
0.30600002 49145.13281250  2942.07348633
0.30700001 49072.96875000  2267.17114258
0.30800003 48998.07812500  2952.37939453
0.30900002 48922.08203125  2502.36450195
0.31000000 48843.42968750  4101.38281250
0.31100002 48763.42968750  2966.76733398
0.31200001 48681.21875000  2285.58325195
0.31300002 48597.04296875  2288.92089844
0.31400001 48511.52343750  2750.60351562
0.31500003 48423.08203125  2524.77978516
0.31600001 48333.17968750  2298.24291992
0.31700000 48241.88671875  2531.25170898
0.31800002 48147.29296875  2303.84814453
0.31900001 48052.50781250  2537.17236328
0.32000002 47954.60546875  3463.52172852
0.32100001 47854.65625000  3929.34594727
0.32200003 47753.65625000  3470.49731445
0.32300001 47649.51953125  4168.38037109
0.32400000 47543.92968750  2317.76660156
0.32500002 47436.32421875  2783.56372070
0.32600001 47327.19140625  2321.39868164
0.32700002 47215.96875000  3716.84130859
0.32800001 47103.51562500  2557.01440430
0.32900003 46988.63281250  2558.53125000
0.33000001 46872.91015625  3025.41210938
0.33100003 46753.91015625  3259.68286133
0.33200002 46635.32812500  3261.20874023
0.33300000 46514.07812500  2796.42651367
0.33400002 46391.39062500  3030.51782227
0.33500001 46267.20703125  3031.42749023
0.33600003 46141.47265625  3032.18701172
0.33700001 46014.15234375  2332.91772461
0.33800003 45885.91406250  3266.61840820
0.33900002 45755.92187500  2566.90722656
0.34000000 45624.02734375  3267.13671875
0.34100002 45491.55078125  3033.83178711
0.34200001 45358.81250000  3267.19531250
0.34300002 45223.82031250  2333.54931641
0.34400001 45088.75390625  2566.67749023
0.34500003 44951.98828125  2333.00830078
0.34600002 44814.76171875  3265.65185547
0.34700000 44675.66796875  3498.10473633
0.34800002 44536.30078125  3030.91821289
0.34900001 44396.76953125  2330.83056641
0.35000002 44255.39062500  2563.05102539
0.35100001 44114.03906250  2329.22143555
0.35200003 43971.06250000  3259.57519531
0.35300002 43828.02734375  2559.99511719
0.35400000 43684.33593750  2558.81005859
0.35500002 43539.94531250  2557.53662109
0.35600001 43395.28125000  2556.19897461
0.35700002 43249.93359375  3483.78247070
0.35800001 43104.66796875  2785.42382812
0.35900003 42958.62109375  2783.71875000
0.36000001 42812.69531250  2781.96899414
0.36100003 42665.93750000  2780.11279297
0.36200002 42520.12890625  2315.22119141
0.36300001 42372.99218750  2776.27856445
0.36400002 42225.41406250  2774.20996094
0.36500001 42077.92968750  2541.08618164
0.36600003 41931.05078125  3462.45678711
0.36700001 41783.57031250  2767.74389648
0.36800003 41637.10546875  3226.45947266
0.36900002 41490.38671875  2763.25976562
0.37000000 41342.67578125  2760.86401367
0.37100002 41195.17578125  2528.56005859
0.37200001 41048.68750000  2985.67626953
0.37300003 40901.93359375  2982.97827148
0.37400001 40755.95312500  3209.53149414
0.37500003 40610.71875000  3206.62255859
0.37600002 40464.75000000  3203.59448242
0.37700000 40319.32031250  2514.71606445
0.37800002 40174.94140625  3882.70751953
0.37900001 40030.86718750  2509.93554688
0.38000003 39887.08203125  2735.45629883
0.38100001 39743.89453125  2732.79028320
0.38200003 39601.38671875  2957.62988281
0.38300002 39458.86328125  2500.11376953
0.38400000 39318.23046875  3178.87890625
0.38500002 39177.15625000  3629.37182617
0.38600001 39038.43750000  2946.03564453
0.38700002 38898.39453125  3169.44140625
0.38800001 38760.17578125  3166.31884766
0.38900003 38622.67578125  2485.36938477
0.39000002 38486.24218750  2257.21826172
0.39100003 38350.98828125  2931.54980469
0.39200002 38217.43750000  2703.50170898
0.39300001 38083.37890625  3151.01879883
0.39400002 37952.42968750  2473.54980469
0.39500001 37821.14062500  2695.89086914
0.39600003 37691.26953125  2244.51513672
0.39700001 37562.92187500  2691.00781250
0.39800003 37435.89453125  2688.64624023
0.39900002 37310.35156250  2910.20751953
0.40000001 37186.53515625  2684.12426758
0.40100002 37063.48828125  2905.40698242
0.40200001 36942.61718750  2456.49951172
0.40300003 36822.73437500  2677.74951172
0.40400001 36704.91015625  2675.78808594
0.40500003 36588.83203125  2228.26000977
0.40600002 36475.32812500  3117.54638672
0.40700001 36362.34375000  3338.06323242
0.40800002 36251.64062500  3113.65356445
0.40900001 36142.85937500  4223.29345703
0.41000003 36036.98828125  2666.01660156
0.41100001 35932.56250000  2664.75903320
0.41200003 35829.73828125  2663.58300781
0.41300002 35730.35937500  2662.62646484
0.41400003 35632.56640625  2883.56567383
0.41500002 35537.27343750  2439.27856445
0.41600001 35443.18750000  2216.97143555
0.41700003 35353.19140625  2881.63891602
0.41800001 35265.46484375  2881.36499023
0.41900003 35178.85937500  3324.40234375
0.42000002 35096.20703125  2437.95800781
0.42100003 35016.22656250  2438.17993164
0.42200002 34939.17578125  2216.89086914
0.42300001 34864.20312500  3326.04492188
0.42400002 34792.22656250  2439.80493164
0.42500001 34723.64062500  2662.60888672
0.42600003 34657.00781250  3551.65039062
0.42700002 34594.33593750  2665.14770508
0.42800003 34534.52343750  2222.29687500
0.42900002 34478.10546875  2446.22167969
0.43000001 34424.30859375  3115.74414062
0.43100002 34373.44531250  2895.61914062
0.43200001 34326.17187500  2898.33032227
0.43300003 34282.16406250  2901.29980469
0.43400002 34241.68359375  3127.97802734
0.43500003 34204.05078125  2684.33398438
0.43600002 34171.47265625  2239.94018555
0.43700001 34140.23046875  2467.31445312
0.43800002 34112.86328125  2470.96533203
0.43900001 34089.71875000  2699.90576172
0.44000003 34069.80468750  2479.08959961
0.44100001 34053.25000000  2935.04980469
0.44200003 34040.68359375  2262.00366211
0.44300002 34031.20312500  2719.77392578
0.44400004 34025.82031250  2952.59082031
0.44500002 34022.68359375  3414.17651367
0.44600001 34024.08984375  2737.57836914
0.44700003 34029.48828125  3430.17260742
0.44800001 34037.80468750  2292.44628906
0.44900003 34050.11328125  2758.05932617
0.45000002 34066.59765625  3456.90820312
0.45100003 34085.22656250  2773.17431641
0.45200002 34108.34375000  3708.25927734
0.45300001 34134.87890625  3486.87792969
0.45400003 34164.81250000  3497.62280273
0.45500001 34198.46484375  3976.59765625
0.45600003 34235.36328125  3754.93481445
0.45700002 34276.00781250  3061.19042969
0.45800003 34319.50390625  2599.18774414
0.45900002 34366.51562500  2845.54760742
0.46000001 34418.23437500  3094.02734375
0.46100003 34471.51171875  3344.42626953
0.46200001 34529.35546875  2637.87011719
0.46300003 34589.32031250  2888.90014648
0.46400002 34653.28125000  3383.89306641
0.46500003 34720.06640625  2426.93286133
0.46600002 34790.05078125  2924.45190430
0.46700001 34862.34765625  2936.80419922
0.46800002 34939.09375000  3932.74462891
0.46900001 35017.16015625  3209.32275391
0.47000003 35098.45312500  2727.67651367
0.47100002 35183.24218750  2989.16845703
0.47200003 35270.14453125  3753.62548828
0.47300002 35360.10156250  3016.92407227
0.47400004 35451.51562500  3031.10473633
0.47500002 35546.62890625  3045.63525391
0.47600001 35644.01171875  4335.55957031
0.47700003 35742.53906250  3587.83618164
0.47800002 35844.33593750  4120.66503906
0.47900003 35948.20312500  2847.09790039
0.48000002 36053.77734375  4682.30419922
0.48100004 36162.03906250  3137.41870117
0.48200002 36270.64453125  3416.15087891
0.48300001 36381.47656250  3433.68383789
0.48400003 36495.10937500  3186.02319336
0.48500001 36609.33203125  3469.46655273
0.48600003 36726.09375000  3755.97778320
0.48700002 36843.84375000  2966.66650391
0.48800004 36961.98437500  4337.85888672
0.48900002 37081.97265625  4088.28759766
0.49000001 37203.28125000  4384.03466797
0.49100003 37325.44140625  2754.61767578
0.49200001 37448.59765625  3600.12109375
0.49300003 37572.95312500  2784.15600586
0.49400002 37697.53906250  3078.94653320
0.49500003 37822.64453125  2814.00488281
0.49600002 37949.03515625  3960.74096680
0.49700001 38075.29687500  2844.22460938
0.49800003 38202.38281250  3717.28295898
0.49900001 38329.58203125  4024.60620117
0.50000000 38456.98437500  5202.07617188
