# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.05800000 3309907.50000000 43939.02343750
0.05900000 3267745.50000000 35291.65234375
0.06000000 3225438.00000000 35415.31250000
0.06100000 3182994.25000000 44402.77343750
0.06200000 3140445.25000000 47483.53515625
0.06300000 3097790.75000000 29738.79101562
0.06400000 3055074.00000000 29786.97265625
0.06500001 3012300.25000000 38768.30859375
0.06600000 2969488.25000000 32827.69140625
0.06700000 2926675.00000000 35822.50390625
0.06800000 2883863.75000000 38802.39062500
0.06900001 2841074.50000000 53696.31250000
0.07000000 2798318.50000000 32782.30078125
0.07100000 2755638.75000000 32736.99023438
0.07200000 2713042.25000000 29707.81445312
0.07300001 2670521.25000000 38535.62500000
0.07400000 2628139.00000000 47306.50390625
0.07500000 2585897.00000000 47166.76171875
0.07600001 2543786.50000000 38194.95703125
0.07700001 2501847.75000000 49761.75781250
0.07800000 2460085.00000000 32067.20898438
0.07900000 2418518.00000000 31924.43945312
0.08000001 2377168.75000000 31770.86328125
0.08100000 2336037.25000000 43099.88671875
0.08200000 2295164.25000000 34289.75390625
0.08300000 2254517.25000000 53973.14453125
0.08400001 2214153.00000000 33876.54296875
0.08500000 2174064.75000000 28045.43554688
0.08600000 2134277.00000000 38993.24218750
0.08700000 2094779.62500000 30416.20117188
0.08800001 2055602.25000000 27442.29296875
0.08900000 2016764.12500000 32671.58007812
0.09000000 1978255.00000000 40504.77343750
0.09100001 1940092.75000000 26773.28125000
0.09200001 1902295.25000000 31844.42578125
0.09300000 1864869.37500000 31553.58984375
0.09400000 1827812.75000000 31255.59960938
0.09500001 1791146.25000000 38688.76171875
0.09600000 1754867.62500000 35746.65234375
0.09700000 1718992.25000000 32849.94140625
0.09800000 1683524.00000000 25000.33203125
0.09900001 1648473.00000000 39563.35546875
0.10000000 1613842.75000000 26894.68945312
0.10100000 1579637.00000000 36252.67187500
0.10200001 1545856.50000000 42990.27343750
0.10300001 1512517.87500000 33033.39453125
0.10400000 1479622.25000000 25634.45507812
0.10500000 1447175.87500000 27612.11718750
0.10600001 1415176.75000000 36341.74218750
0.10700001 1383625.37500000 35863.57421875
0.10800000 1352532.62500000 26536.69140625
0.10900000 1321901.12500000 28354.78125000
0.11000001 1291733.25000000 27959.56835938
0.11100001 1262022.87500000 21201.98632812
0.11200000 1232781.87500000 25074.78320312
0.11300001 1204004.87500000 22647.33203125
0.11400001 1175691.62500000 26364.88671875
0.11500000 1147845.00000000 21969.75390625
0.11600000 1120467.25000000 23597.04101562
0.11700001 1093564.25000000 21291.69726562
0.11800001 1067118.62500000 20952.87500000
0.11900000 1041143.62500000 20614.64453125
0.12000000 1015624.50000000 22120.30273438
0.12100001 990578.68750000 19940.34960938
0.12200001 965989.87500000 24951.51953125
0.12300000 941864.50000000 28029.88867188
0.12400001 918191.06250000 22380.90820312
0.12500000 894975.81250000 21989.55664062
0.12600000 872218.25000000 23262.06054688
0.12700000 849905.68750000 17950.00781250
0.12800001 828037.93750000 19227.04101562
0.12900001 806618.00000000 15729.05175781
0.13000001 785641.81250000 20069.22070312
0.13100001 765093.31250000 16663.73437500
0.13200000 744982.43750000 19321.11914062
0.13300000 725305.93750000 18952.24414062
0.13400000 706044.12500000 14297.39355469
0.13500001 687209.06250000 21028.59765625
0.13600001 668788.43750000 20615.40429688
0.13700001 650781.00000000 16165.40136719
0.13800001 633173.37500000 13201.66601562
0.13900001 615973.06250000 24577.32812500
0.14000000 599170.25000000 15206.94140625
0.14100000 582757.12500000 14895.27246094
0.14200000 566729.25000000 19450.14843750
0.14300001 551081.81250000 14284.04101562
0.14400001 535811.37500000 12819.28808594
0.14500001 520912.31250000 12548.77832031
0.14600001 506380.71875000 17865.11328125
0.14700000 492208.68750000 12019.73632812
0.14800000 478386.15625000 17107.08984375
0.14900000 464915.03125000 13598.76464844
0.15000001 451783.15625000 12279.46679688
0.15100001 438992.68750000 13011.74414062
0.15200001 426534.62500000 11746.76464844
0.15300001 414397.93750000 14358.88964844
0.15400001 402580.81250000 14976.00781250
0.15500000 391083.00000000 10066.47656250
0.15600000 379887.68750000 10735.62597656
0.15700001 368998.93750000 12243.38476562
0.15800001 358404.50000000 8547.94726562
0.15900001 348101.84375000 9189.88964844
0.16000001 338082.84375000 9797.64160156
0.16100001 328348.53125000 10372.53125000
0.16200000 318884.46875000 10135.74316406
0.16300000 309691.03125000 8380.23925781
0.16400000 300758.65625000 7443.77685547
0.16500001 292086.68750000 10182.14257812
0.16600001 283664.84375000 7105.80468750
0.16700001 275488.65625000 14578.86035156
0.16800001 267550.31250000 10173.60156250
0.16900001 259854.50000000 8614.17773438
0.17000000 252383.87500000 7768.37597656
0.17100000 245141.75000000 8222.05468750
0.17200001 238117.17187500 8032.88330078
0.17300001 231306.95312500 9055.66796875
0.17400001 224709.29687500 5898.61914062
0.17500001 218313.84375000 7492.53173828
0.17600001 212117.67187500 7321.24218750
0.17700000 206118.50000000 6604.03662109
0.17800000 200307.42187500 5916.07958984
0.17900001 194683.54687500 7359.03808594
0.18000001 189239.00000000 5651.62304688
0.18100001 183974.67187500 7533.76318359
0.18200001 178876.34375000 4910.15576172
0.18300001 173947.90625000 6241.25146484
0.18400002 169181.18750000 7981.12304688
0.18500000 164574.35937500 7346.59960938
0.18600000 160121.10937500 4940.53710938
0.18700001 155817.85937500 5712.28271484
0.18800001 151659.82812500 4299.55615234
0.18900001 147647.79687500 4628.75878906
0.19000001 143767.20312500 4942.71679688
0.19100001 140027.28125000 6049.17919922
0.19200000 136413.18750000 5923.74267578
0.19300000 132930.67187500 4255.11083984
0.19400001 129568.41406250 3789.87622070
0.19500001 126327.04687500 3714.01538086
0.19600001 123200.90625000 4732.76318359
0.19700001 120188.52343750 3926.55932617
0.19800001 117284.80468750 3500.95166016
0.19900002 114489.21875000 4121.61230469
0.20000000 111794.90625000 3707.67822266
0.20100001 109201.28125000 3639.67871094
0.20200001 106704.82031250 3898.99438477
0.20300001 104303.17187500 3830.01269531
0.20400001 101990.52343750 3449.82958984
0.20500001 99767.59375000  3082.81884766
0.20600002 97629.48437500  4547.09375000
0.20700002 95574.93750000  5069.29492188
0.20800000 93599.03906250  3814.62890625
0.20900001 91704.11718750  2888.67968750
0.21000001 89880.75000000  3982.61621094
0.21100001 88132.08593750  3082.86059570
0.21200001 86452.65625000  3314.59497070
0.21300001 84840.39843750  3812.72778320
0.21400002 83294.75781250  3492.13305664
0.21500000 81813.89062500  2915.84716797
0.21600001 80391.86718750  3663.45751953
0.21700001 79030.72656250  3359.59619141
0.21800001 77724.64062500  3063.90551758
0.21900001 76474.22656250  2776.01464844
0.22000001 75276.96875000  2495.43164062
0.22100002 74132.47656250  2962.33398438
0.22200002 73036.77343750  2931.69628906
0.22300000 71987.22656250  2418.77075195
0.22400001 70982.69531250  3353.93237305
0.22500001 70025.14062500  2848.62280273
0.22600001 69107.64843750  2823.73876953
0.22700001 68233.42968750  2800.30004883
0.22800002 67397.40625000  2546.61108398
0.22900002 66597.47656250  2527.37451172
0.23000000 65835.50781250  2965.56054688
0.23100001 65108.69140625  2945.51733398
0.23200001 64413.21484375  2476.36621094
0.23300001 63751.45312500  3580.28173828
0.23400001 63120.99609375  2447.51684570
0.23500001 62516.86328125  2213.09716797
0.23600002 61943.58984375  2642.51367188
0.23700002 61396.58593750  3726.15917969
0.23800001 60875.42968750  3055.33789062
0.23900001 60377.91406250  3260.40747070
0.24000001 59904.92187500  2382.11938477
0.24100001 59455.03125000  2589.86132812
0.24200001 59026.55078125  2581.82153320
0.24300002 58617.51562500  3003.56176758
0.24400002 58228.20703125  3209.83007812
0.24500000 57857.37500000  2348.43090820
0.24600001 57504.39453125  2556.64550781
0.24700001 57168.41406250  2339.33154297
0.24800001 56848.13281250  2335.60571289
0.24900001 56542.36328125  2544.40649414
0.25000000 56251.62109375  2329.66088867
0.25100002 55973.12890625  3385.25512695
0.25200000 55709.51953125  2537.01147461
0.25300002 55456.67578125  3169.34936523
0.25400001 55215.95312500  2323.21118164
0.25500003 54984.61328125  2322.55029297
0.25600001 54764.75781250  3166.77221680
0.25700000 54553.67187500  2533.47241211
0.25800002 54351.79296875  2745.03759766
0.25900000 54158.17187500  2323.38549805
0.26000002 53972.21484375  2535.61474609
0.26100001 53792.80078125  2114.05712891
0.26200002 53621.60156250  2538.44677734
0.26300001 53454.75000000  2328.48901367
0.26400000 53294.98828125  2542.17089844
0.26500002 53140.50781250  3392.49023438
0.26600000 52990.66796875  2122.27636719
0.26700002 52846.34375000  2124.42309570
0.26800001 52705.81640625  2126.67968750
0.26900002 52568.03906250  2129.00585938
0.27000001 52434.99218750  2557.77905273
0.27100003 52304.44140625  2560.82568359
0.27200001 52178.90234375  3205.08935547
0.27300000 52053.55859375  2139.40136719
0.27400002 51929.30859375  2998.91772461
0.27500001 51810.18359375  2144.94165039
0.27600002 51690.25781250  3006.82250977
0.27700001 51573.91015625  2150.63208008
0.27800003 51457.58593750  2368.85009766
0.27900001 51342.92187500  2587.68334961
0.28000000 51228.88671875  2591.15698242
0.28100002 51115.64062500  2594.63012695
0.28200001 51003.13671875  2814.60815430
0.28300002 50891.54687500  3251.97021484
0.28400001 50779.66406250  2822.07983398
0.28500003 50668.26953125  2608.40283203
0.28600001 50556.26171875  2394.09179688
0.28700000 50444.55468750  2179.20483398
0.28800002 50333.07812500  2400.13305664
0.28900000 50221.16015625  3495.39282227
0.29000002 50108.47656250  2405.95874023
0.29100001 49996.71093750  2189.85595703
0.29200003 49883.85546875  2411.63525391
0.29300001 49771.01953125  2853.37255859
0.29400000 49656.12890625  2197.28369141
0.29500002 49542.46484375  2639.62255859
0.29600000 49427.28515625  2862.58129883
0.29700002 49310.84765625  2204.19506836
0.29800001 49194.83984375  2427.02758789
0.29900002 49078.71875000  2208.54248047
0.30000001 48960.71875000  2431.63427734
0.30100003 48842.76171875  2876.35058594
0.30200002 48723.83593750  2878.84790039
0.30300000 48605.18359375  3767.87377930
0.30400002 48485.48046875  3327.31640625
0.30500001 48364.71484375  2441.93457031
0.30600002 48243.35156250  2888.08837891
0.30700001 48122.46875000  2223.25805664
0.30800003 48000.30859375  2892.25878906
0.30900002 47878.41406250  2448.98095703
0.31000000 47755.50390625  4010.02978516
0.31100002 47632.72265625  2897.97509766
0.31200001 47509.23437500  2230.55859375
0.31300002 47385.76562500  2231.86962891
0.31400001 47262.04296875  2679.75781250
0.31500003 47138.19921875  2457.78588867
0.31600001 47014.40625000  2235.53515625
0.31700000 46890.84375000  2460.36254883
0.31800002 46766.20703125  2237.76318359
0.31900001 46643.28906250  2462.76562500
0.32000002 46519.37890625  3359.86230469
0.32100001 46395.87890625  3809.56567383
0.32200003 46273.15234375  3362.90161133
0.32300001 46149.79296875  4037.18408203
0.32400000 46027.57812500  2243.84448242
0.32500002 45905.38671875  2693.72827148
0.32600001 45783.50390625  2245.68090820
0.32700002 45662.07421875  3594.51879883
0.32800001 45542.29296875  2472.26342773
0.32900003 45421.98046875  2473.22705078
0.33000001 45303.12109375  2924.09008789
0.33100003 45183.85156250  3150.21850586
0.33200002 45067.10937500  3151.54321289
0.33300000 44949.84765625  2702.38476562
0.33400002 44834.10156250  2928.78784180
0.33500001 44719.20312500  2930.00219727
0.33600003 44605.03906250  2931.22045898
0.33700001 44491.81640625  2255.73510742
0.33800003 44379.96484375  3159.40991211
0.33900002 44269.09765625  2483.49658203
0.34000000 44158.39062500  3162.18237305
0.34100002 44049.63281250  2937.67016602
0.34200001 43943.14453125  3165.22485352
0.34300002 43835.98046875  2261.93676758
0.34400001 43731.83984375  2489.43505859
0.34500003 43628.11328125  2264.29931641
0.34600002 43526.29296875  3171.76123047
0.34700000 43424.67968750  3400.15234375
0.34800002 43324.79296875  2948.46899414
0.34900001 43226.76953125  2269.40551758
0.35000002 43129.69921875  2497.85668945
0.35100001 43034.74218750  2272.23437500
0.35200003 42940.01171875  3183.14331055
0.35300002 42847.16406250  2502.70288086
0.35400000 42755.37500000  2504.39599609
0.35500002 42665.35546875  2506.16308594
0.35600001 42576.29296875  2507.95654297
0.35700002 42489.37890625  3422.51977539
0.35800001 42403.52343750  2740.11572266
0.35900003 42319.11718750  2742.27905273
0.36000001 42236.42187500  2744.52270508
0.36100003 42154.54687500  2746.79052734
0.36200002 42075.02734375  2290.98535156
0.36300001 41996.07031250  2751.58251953
0.36400002 41918.06250000  2754.01684570
0.36500001 41841.65234375  2526.81738281
0.36600003 41766.93750000  3448.90502930
0.36700001 41692.83984375  2761.73388672
0.36800003 41621.42578125  3225.24462891
0.36900002 41551.19140625  2767.30957031
0.37000000 41480.37500000  2770.05957031
0.37100002 41411.32421875  2541.82714844
0.37200001 41344.45703125  3007.18920898
0.37300003 41278.00000000  3010.40478516
0.37400001 41213.35156250  3245.55151367
0.37500003 41150.11328125  3249.21313477
0.37600002 41087.13671875  3252.86865234
0.37700000 41025.16015625  2558.73925781
0.37800002 40964.83203125  3959.04638672
0.37900001 40905.49218750  2564.77441406
0.38000003 40847.18750000  2801.30029297
0.38100001 40789.74218750  2804.70288086
0.38200003 40732.74218750  3042.12500000
0.38300002 40676.71484375  2577.27685547
0.38400000 40622.33203125  3284.31567383
0.38500002 40568.12109375  3758.23095703
0.38600001 40515.97656250  3057.53833008
0.38700002 40463.02734375  3296.92773438
0.38800001 40411.11328125  3301.18383789
0.38900003 40360.35937500  2597.18920898
0.39000002 40310.28125000  2364.19799805
0.39100003 40261.47656250  3077.58740234
0.39200002 40213.31250000  2844.68994141
0.39300001 40164.80078125  3323.23559570
0.39400002 40118.44140625  2614.71948242
0.39500001 40071.34375000  2856.28540039
0.39600003 40024.77734375  2383.47558594
0.39700001 39979.48046875  2864.13012695
0.39800003 39934.60156250  2868.10327148
0.39900002 39890.32421875  3111.44555664
0.40000001 39846.80468750  2876.14233398
0.40100002 39802.55859375  3120.12280273
0.40200001 39760.45312500  2643.87133789
0.40300003 39717.51562500  2888.25781250
0.40400001 39675.53125000  2892.34643555
0.40500003 39634.08203125  2413.71582031
0.40600002 39593.78515625  3384.08105469
0.40700001 39552.56250000  3630.92529297
0.40800002 39512.26171875  3393.70825195
0.40900001 39472.17578125  4612.32373047
0.41000003 39434.01953125  2917.32885742
0.41100001 39394.78515625  2921.51733398
0.41200003 39355.73437500  2925.70556641
0.41300002 39318.01562500  2929.97875977
0.41400003 39280.36718750  3178.76391602
0.41500002 39243.46093750  2693.67138672
0.41600001 39205.80468750  2452.32324219
0.41700003 39169.67187500  3192.72021484
0.41800001 39134.26171875  3197.46484375
0.41900003 39097.49218750  3694.71337891
0.42000002 39062.78125000  2713.49609375
0.42100003 39028.25390625  2717.53759766
0.42200002 38994.32812500  2474.19018555
0.42300001 38960.41406250  3716.82348633
0.42400002 38926.99218750  2729.75537109
0.42500001 38894.44140625  2982.42578125
0.42600003 38861.81640625  3982.55932617
0.42700002 38830.33203125  2991.48876953
0.42800003 38798.95703125  2496.71313477
0.42900002 38768.71484375  2750.64038086
0.43000001 38738.62109375  3506.23266602
0.43100002 38708.78125000  3260.82788086
0.43200001 38680.16406250  3265.95971680
0.43300003 38651.73437500  3271.09643555
0.43400002 38623.94921875  3528.29785156
0.43500003 38596.49218750  3029.05297852
0.43600002 38571.72656250  2528.37670898
0.43700001 38545.53515625  2785.68579102
0.43800002 38520.51562500  2790.23364258
0.43900001 38496.75781250  3048.94335938
0.44000003 38473.44921875  2799.52075195
0.44100001 38450.90234375  3314.08349609
0.44200003 38429.99609375  2553.67333984
0.44300002 38408.76953125  3069.62890625
0.44400004 38389.37890625  3331.23852539
0.44500002 38369.49218750  3850.37866211
0.44600001 38351.10546875  3085.72998047
0.44700003 38334.59375000  3864.12719727
0.44800001 38317.82812500  2580.70581055
0.44900003 38302.79687500  3102.52685547
0.45000002 38289.03515625  3885.37988281
0.45100003 38274.89062500  3114.04541016
0.45200002 38263.05468750  4159.95947266
0.45300001 38251.63281250  3907.40429688
0.45400003 38241.82421875  3915.00708008
0.45500001 38232.32031250  4445.65429688
0.45600003 38224.32421875  4192.44433594
0.45700002 38217.24218750  3413.18212891
0.45800003 38211.46484375  2893.94555664
0.45900002 38206.34375000  3163.48535156
0.46000001 38203.83984375  3434.33422852
0.46100003 38200.35937500  3706.19897461
0.46200001 38199.41015625  2918.24389648
0.46300003 38199.17187500  3190.39501953
0.46400002 38200.53906250  3730.28271484
0.46500003 38202.78125000  2670.37451172
0.46600002 38206.18750000  3211.61230469
0.46700001 38210.04687500  3218.81445312
0.46800002 38216.58593750  4301.65917969
0.46900001 38222.66406250  3503.10717773
0.47000003 38230.67968750  2971.09741211
0.47100002 38240.40234375  3248.90478516
0.47200003 38250.89453125  4070.85180664
0.47300002 38262.55078125  3264.56103516
0.47400004 38275.00781250  3272.51342773
0.47500002 38288.94531250  3280.59692383
0.47600001 38304.61328125  4659.18164062
0.47700003 38320.05468750  3846.56738281
0.47800002 38337.60156250  4407.29101562
0.47900003 38356.66015625  3037.84765625
0.48000002 38376.03515625  4983.89599609
0.48100004 38397.23046875  3331.34399414
0.48200002 38418.02734375  3618.40209961
0.48300001 38440.46484375  3628.01123047
0.48400003 38464.67187500  3357.96606445
0.48500001 38489.44140625  3647.64453125
0.48600003 38515.72656250  3939.00366211
0.48700002 38542.85156250  3103.47045898
0.48800004 38569.96484375  4526.57128906
0.48900002 38598.52734375  4255.48779297
0.49000001 38628.04687500  4551.92919922
0.49100003 38658.57031250  2853.00268555
0.49200001 38690.21875000  3719.48437500
0.49300003 38722.30468750  2869.32299805
0.49400002 38755.15625000  3165.32739258
0.49500003 38788.61328125  2885.87304688
0.49600002 38823.55468750  4052.01464844
0.49700001 38858.28125000  2902.71362305
0.49800003 38894.49218750  3784.62866211
0.49900001 38930.71484375  4087.72509766
0.50000000 38968.21093750  5271.22998047
