# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000000 4793012.00000000 1006.53253174
0.00100000 4792477.50000000 1581.51757812
0.00200000 4790827.00000000 2371.45947266
0.00300000 4788108.00000000 3447.43774414
0.00400000 4784332.50000000 4305.89941406
0.00500000 4779432.50000000 5161.78759766
0.00600000 4773515.00000000 5012.19091797
0.00700000 4766460.50000000 5719.75292969
0.00800000 4758383.50000000 7708.58154297
0.00900000 4749231.00000000 9261.00097656
0.01000000 4738990.00000000 9383.20117188
0.01100000 4727739.00000000 9360.92382812
0.01200000 4715446.50000000 13792.68066406
0.01300000 4702118.00000000 14811.67187500
0.01400000 4687793.00000000 13711.79492188
0.01500000 4672416.00000000 15699.31835938
0.01600000 4656085.50000000 13060.32031250
0.01700000 4638738.00000000 13777.05273438
0.01800000 4620423.50000000 15801.84960938
0.01900000 4601166.00000000 13803.49902344
0.02000000 4580931.00000000 25973.88085938
0.02100000 4559763.00000000 21066.10742188
0.02200000 4537675.50000000 15654.98144531
0.02300000 4514664.00000000 21128.62890625
0.02400000 4490768.00000000 21892.49414062
0.02500000 4466019.00000000 24384.46484375
0.02600000 4440375.00000000 25176.92578125
0.02700000 4413939.00000000 24100.10742188
0.02800000 4386651.50000000 20990.12890625
0.02900000 4358582.50000000 23536.34570312
0.03000000 4329712.00000000 22146.47851562
0.03100000 4300081.50000000 28896.54882812
0.03200000 4269729.00000000 23248.67578125
0.03300000 4238636.00000000 23778.74804688
0.03400000 4206845.00000000 22085.93750000
0.03500000 4174387.75000000 22541.69335938
0.03600000 4141243.00000000 25282.28906250
0.03700000 4107457.75000000 25753.75976562
0.03800000 4073072.25000000 28592.96875000
0.03900000 4038055.25000000 29073.99804688
0.04000000 4002495.00000000 39384.55468750
0.04100000 3966363.75000000 29985.71093750
0.04200000 3929719.00000000 25346.68945312
0.04300000 3892527.00000000 25690.67968750
0.04400000 3854897.00000000 31224.66796875
0.04500000 3816774.00000000 34236.46484375
0.04600000 3778224.00000000 39954.72265625
0.04700000 3739242.25000000 34999.30859375
0.04800000 3699880.50000000 32632.94531250
0.04900000 3660147.50000000 27451.10742188
0.05000000 3620053.00000000 41540.10937500
0.05100000 3579647.50000000 50258.25390625
0.05200000 3538919.75000000 28134.41210938
0.05300000 3497916.75000000 28333.12695312
0.05400000 3456667.50000000 31369.25781250
0.05500000 3415154.00000000 40162.21484375
0.05600000 3373461.50000000 31727.40625000
0.05700000 3331560.25000000 34781.49218750
0.05800000 3289477.25000000 43667.81250000
0.05900000 3247254.25000000 35070.34765625
0.06000000 3204896.50000000 35189.76562500
0.06100000 3162451.25000000 44116.19921875
0.06200000 3119909.75000000 47173.03906250
0.06300000 3077317.00000000 29542.24414062
0.06400000 3034650.00000000 29587.83984375
0.06500001 2991985.00000000 38506.85156250
0.06600000 2949306.50000000 32604.58398438
0.06700000 2906644.00000000 35577.32421875
0.06800000 2864008.25000000 38535.23437500
0.06900001 2821423.00000000 53324.89843750
0.07000000 2778934.75000000 32555.22070312
0.07100000 2736509.25000000 32509.73046875
0.07200000 2694178.50000000 29501.25585938
0.07300001 2651992.00000000 38268.24609375
0.07400000 2609941.50000000 46978.94921875
0.07500000 2568060.75000000 46841.42968750
0.07600001 2526333.50000000 37932.89843750
0.07700001 2484815.00000000 49422.97656250
0.07800000 2443476.25000000 31850.71289062
0.07900000 2402361.50000000 31711.17382812
0.08000001 2361490.25000000 31561.32031250
0.08100000 2320867.75000000 42820.01171875
0.08200000 2280475.75000000 34070.30859375
